Date,Open,High,Low,Close,Adj Close,Volume
2010-11-01,21.940001,36.000000,21.049999,35.330002,35.330002,28315100
2010-12-01,35.869999,36.419998,25.000000,26.629999,26.629999,36892900
2011-01-01,26.840000,28.709999,22.370001,24.100000,24.100000,28420100
2011-02-01,24.309999,25.490000,21.110001,23.889999,23.889999,29303500
2011-03-01,24.049999,28.709999,21.770000,27.750000,27.750000,32563300
2011-04-01,27.450001,28.180000,24.200001,27.600000,27.600000,29894900
2011-05-01,27.600000,30.280001,25.520000,30.139999,30.139999,30348800
2011-06-01,30.000000,31.500000,25.500000,29.129999,29.129999,39727300
2011-07-01,29.070000,30.440001,26.629999,28.170000,28.170000,21102100
2011-08-01,28.670000,29.200001,21.500000,24.740000,24.740000,27215700
2011-09-01,24.660000,26.990000,22.290001,24.389999,24.389999,18021500
2011-10-01,24.950001,30.000000,22.930000,29.370001,29.370001,21662600
2011-11-01,28.389999,35.000000,28.000000,32.740002,32.740002,25846800
2011-12-01,32.570000,35.000000,26.030001,28.559999,28.559999,21128500
2012-01-01,28.940001,30.000000,22.639999,29.070000,29.070000,25609900
2012-02-01,29.070000,34.970001,29.000000,33.410000,33.410000,23193600
2012-03-01,33.509998,39.950001,32.619999,37.240002,37.240002,22163500
2012-04-01,37.330002,38.470001,31.000000,33.130001,33.130001,22752900
2012-05-01,33.130001,34.680000,26.830000,29.500000,29.500000,34185300
2012-06-01,28.530001,34.500000,27.110001,31.290001,31.290001,26127100
2012-07-01,31.350000,36.000000,27.209999,27.420000,27.420000,32543400
2012-08-01,27.990000,31.299999,25.520000,28.520000,28.520000,24482100
2012-09-01,28.520000,32.779999,27.299999,29.280001,29.280001,33295100
2012-10-01,29.500000,30.100000,26.860001,28.129999,28.129999,17620900
2012-11-01,28.250000,34.290001,28.200001,33.820000,33.820000,23760900
2012-12-01,33.889999,35.799999,32.750000,33.869999,33.869999,21714300
