Date,Open,High,Low,Close,Adj Close,Volume
2010-11-01,143.639999,147.529999,141.179993,141.460007,108.883408,104096700
2010-12-01,143.610001,147.500000,143.509995,146.759995,113.464836,93392800
2011-01-01,147.210007,164.350006,146.639999,162.000000,125.247375,118831600
2011-02-01,162.110001,166.250000,159.029999,161.880005,125.154655,89067500
2011-03-01,163.149994,167.720001,151.710007,163.070007,126.573776,129714300
2011-04-01,163.699997,173.000000,162.190002,170.580002,132.403015,100769500
2011-05-01,172.110001,173.539993,165.899994,168.929993,131.122299,110804200
2011-06-01,168.899994,172.449997,161.520004,171.550003,133.751358,105442400
2011-07-01,171.610001,185.630005,171.490005,181.850006,141.781952,113593200
2011-08-01,182.600006,183.690002,157.130005,171.910004,134.032104,195054100
2011-09-01,172.710007,180.910004,158.759995,174.869995,136.933578,137895000
2011-10-01,174.360001,190.529999,168.880005,184.630005,144.576218,144563700
2011-11-01,181.550003,189.970001,177.059998,188.000000,147.215164,97014100
2011-12-01,187.009995,194.899994,179.039993,183.880005,144.567795,103436500
2012-01-01,186.729996,193.100006,177.350006,192.600006,151.423477,110015000
2012-02-01,193.210007,199.229996,190.830002,196.729996,154.670517,78809900
2012-03-01,197.229996,209.119995,196.809998,208.649994,164.680923,88096900
2012-04-01,208.960007,210.690002,196.789993,207.080002,163.441818,86603000
2012-05-01,207.179993,208.929993,192.000000,192.899994,152.249939,86005300
2012-06-01,190.119995,199.990005,187.000000,195.580002,155.011887,84559100
2012-07-01,196.360001,197.839996,181.850006,195.979996,155.328888,91516500
2012-08-01,196.960007,202.000000,193.020004,194.850006,154.433258,60653700
2012-09-01,196.610001,208.320007,193.250000,207.449997,165.121674,77341400
2012-10-01,208.009995,211.789993,190.559998,194.529999,154.837906,96155000
2012-11-01,194.679993,198.000000,184.779999,190.070007,151.287949,81892500
2012-12-01,190.759995,196.449997,186.940002,191.550003,153.133224,79320200
