Date,Open,High,Low,Close,Adj Close,Volume
2010-11-01,305.875580,313.386719,274.867249,276.059509,276.059509,117642000
2010-12-01,279.680939,301.538788,279.382874,295.065887,295.065887,85118500
2011-01-01,296.312775,319.402588,295.850769,298.240234,298.240234,120747200
2011-02-01,300.291901,313.550659,298.732025,304.718109,304.718109,84280400
2011-03-01,306.893951,307.609283,273.858826,291.484161,291.484161,121057900
2011-04-01,292.477722,295.671936,257.823120,270.292023,270.292023,141395000
2011-05-01,271.086853,271.101746,255.041199,262.800720,262.800720,91243400
2011-06-01,262.313904,264.877228,234.981674,251.553879,251.553879,119017100
2011-07-01,251.732727,311.722534,251.553879,299.894470,299.894470,163163100
2011-08-01,303.635132,305.761322,243.844025,268.732147,268.732147,214937600
2011-09-01,268.627838,277.455414,253.600571,255.855911,255.855911,118020100
2011-10-01,253.277679,299.402679,238.747177,294.405182,294.405182,155433000
2011-11-01,288.175690,307.152283,278.851349,297.758362,297.758362,121383100
2011-12-01,298.061401,321.290314,297.564636,320.863098,320.863098,110809000
2012-01-01,324.360352,332.959412,280.450928,288.180664,288.180664,148241000
2012-02-01,290.580048,310.778687,287.698792,307.127441,307.127441,95343200
2012-03-01,309.119476,327.167084,295.001312,318.548157,318.548157,95273600
2012-04-01,318.314667,324.459717,293.193054,300.470734,300.470734,118519300
2012-05-01,299.944153,316.864105,287.629242,288.553253,288.553253,118108000
2012-06-01,284.047546,292.045532,276.461884,288.160797,288.160797,93611600
2012-07-01,289.030151,319.223755,279.228882,314.439880,314.439880,103238300
2012-08-01,316.590881,342.268860,309.690765,340.331482,340.331482,94736400
2012-09-01,340.063202,379.973633,334.573914,374.812195,374.812195,121135900
2012-10-01,377.072510,384.687988,332.686188,337.951935,337.951935,144530000
2012-11-01,337.554535,347.350830,315.945068,346.928558,346.928558,93963200
2012-12-01,348.851074,362.194275,338.960388,351.404449,351.404449,83931400
